Icfes_nuevo;Icfes_Matematicas;Tiempo_empleado_en_la_verificación_de_conocimientos;Dominio_Inicial;Categoria_temas_inicial;avance_precalculo_aleks;Dominio_Final;Categoria_temas_final;Tiempo_Total_Tiempo;Tiempo_total_Aprendidos_hora;programa_en_matricula;division_en_matricula;Mat_Curso_Asignatura_Relacionada;avance_cuartiles;cumplimiento_temas;nota_primer_parcial;nota_final
397;77;0,383118843;0;1 Repaso de álgebra y geometría;41;42;3 Temas Parcial 1 Cálculo I;22,76263363;1,543484335;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,78;4,1
349;76;0,27632332;1;0 No dominó temas;39;39;3 Temas Parcial 1 Cálculo I;32,143943494;1,358205332;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,28;4,4
334;64;0,364550678;0;0 No dominó temas;23;23;2 Ecuaciones y desigualdades;9,761038391;2,35670502;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,28;3,2
359;72;0,30201558;8;1 Repaso de álgebra y geometría;66;73;4 Temas Parcial 2 Cálculo I;38,456723521;2,097420415;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,36;4,8
306;66;0,256869549;2;1 Repaso de álgebra y geometría;7;8;1 Repaso de Álgebra y Geometría;7,807967978;0,899316301;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,13;2
227;48;0,290662573;0;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;10,213367821;0,196435135;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,07;1,6
363;73;1,302812867;19;2 Ecuaciones y desigualdades;45;65;4 Temas Parcial 2 Cálculo I;10,799003319;3,700366177;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,91;4,3
331;64;1,322251121;14;2 Ecuaciones y desigualdades;26;39;3 Temas Parcial 1 Cálculo I;16,305509397;1,587402793;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,31;4,4
362;67;2,238802816;53;3 Temas Parcial 1 Cálculo I;0;54;3 Temas Parcial 1 Cálculo I;2,440311384;0;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,82;4,8
244;37;0,210705021;0;0 No dominó temas;42;42;3 Temas Parcial 1 Cálculo I;51,63644733;0,802253678;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,23;3,3
373;80;0,781156289;10;2 Ecuaciones y desigualdades;6;17;2 Ecuaciones y desigualdades;3,077672756;1,944044211;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,88;4,8
370;71;0,423409776;2;1 Repaso de álgebra y geometría;36;38;3 Temas Parcial 1 Cálculo I;17,941929548;1,951274787;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,83;4,2
283;55;0,16889963;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;12,681695781;1,577198801;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,46;1,5
337;73;0,230782827;1;0 No dominó temas;57;57;4 Temas Parcial 2 Cálculo I;24,799400453;2,371287698;Contaduría Pública;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,98;4,8
287;57;0,191856248;0;0 No dominó temas;59;59;4 Temas Parcial 2 Cálculo I;36,340232312;1,624679194;Ingeniería Eléctrica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;1,15;1,6
388;70;0,183950607;3;1 Repaso de álgebra y geometría;12;13;2 Ecuaciones y desigualdades;8,125620781;1,470598518;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,88;3,5
295;60;0,243347795;0;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;23,067843212;1,18805197;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,07;3
342;67;0,37201556;0;0 No dominó temas;8;8;1 Repaso de Álgebra y Geometría;8,826044281;0,91265262;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,55;3
312;67;0,480627429;0;0 No dominó temas;21;21;2 Ecuaciones y desigualdades;23,38307151;0,889959556;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;0,98;1,4
424;80;0,984946914;16;2 Ecuaciones y desigualdades;22;36;3 Temas Parcial 1 Cálculo I;10,796692451;2,036731654;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,01;4
326;66;0,254763166;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;1,89264286;0,535026748;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,72;3,4
319;66;0,879422224;6;1 Repaso de álgebra y geometría;4;10;1 Repaso de Álgebra y Geometría;2,876569332;1,396657496;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,98;4,1
432;100;0,175449129;1;0 No dominó temas;29;29;2 Ecuaciones y desigualdades;17,307607212;1,97221719;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,66;4,3
299;63;1,16540661;86;2 Ecuaciones y desigualdades;1;88;2 Ecuaciones y desigualdades;2,385605873;0,414093575;Ciencia de Datos;División de Ciencias Básicas;MAT4190;0 Avance menor a 25 temas;No alcanzo meta;1,98;1,4
374;77;0,541034649;2;1 Repaso de álgebra y geometría;34;36;3 Temas Parcial 1 Cálculo I;10,535037322;1,055229118;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,38;3,2
345;68;1,039677963;3;1 Repaso de álgebra y geometría;29;33;3 Temas Parcial 1 Cálculo I;9,163295578;2,868432956;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,04;2,9
356;61;0,58075819;0;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;5,483284508;0,741871952;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,77;3
357;73;0,413081914;0;0 No dominó temas;19;19;2 Ecuaciones y desigualdades;24,806974882;1,215377905;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,08;1,6
325;67;0,541980479;1;1 Repaso de álgebra y geometría;8;9;1 Repaso de Álgebra y Geometría;6,454438536;1,238835428;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,22;1,5
307;62;0,530351995;4;1 Repaso de álgebra y geometría;27;31;3 Temas Parcial 1 Cálculo I;23,299688125;1,489875999;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,14;3,6
345;71;0,149776887;0;0 No dominó temas;22;22;2 Ecuaciones y desigualdades;27,09364941;1,042011016;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,68;4,9
388;76;0,761187865;4;1 Repaso de álgebra y geometría;8;13;2 Ecuaciones y desigualdades;7,446044686;1,068466994;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,55;4,1
370;83;0,584529778;18;2 Ecuaciones y desigualdades;33;49;3 Temas Parcial 1 Cálculo I;12,668979204;2,489882591;Economía;Div Humanidades, Artes y Cs. S;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,9;4,9
387;73;1,150726886;11;2 Ecuaciones y desigualdades;31;43;3 Temas Parcial 1 Cálculo I;21,581968412;1,434723947;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,55;3,9
353;74;0,452576211;1;1 Repaso de álgebra y geometría;31;32;3 Temas Parcial 1 Cálculo I;37,182879004;0,953064958;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,57;3,1
345;74;0,312867163;1;1 Repaso de álgebra y geometría;3;4;1 Repaso de Álgebra y Geometría;3,086783606;0,98766155;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,37;3
350;75;0,565795524;2;1 Repaso de álgebra y geometría;35;36;3 Temas Parcial 1 Cálculo I;31,197507032;0,94373747;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,99;3,4
281;55;0,293101539;0;0 No dominó temas;34;34;3 Temas Parcial 1 Cálculo I;22,577601468;1,084475589;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,72;3,9
408;73;1,390528719;41;3 Temas Parcial 1 Cálculo I;38;79;4 Temas Parcial 2 Cálculo I;10,800074942;3,641931815;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;5;4,7
295;58;0,422367163;0;0 No dominó temas;12;12;2 Ecuaciones y desigualdades;11,198777161;1,062553527;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,35;1,6
394;76;1,717530774;84;1 Repaso de álgebra y geometría;59;143;5 Funciones trigonométricas;12,947678416;4,489144276;Ciencia de Datos;División de Ciencias Básicas;MAT4190;2 Avance entre [ 55 - 80 temas];Cumplimiento meta;4,87;4,8
326;64;1,475216555;29;2 Ecuaciones y desigualdades;12;41;3 Temas Parcial 1 Cálculo I;12,869369852;0,926686001;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;3,58;3,2
231;49;0,154931833;0;1 Repaso de álgebra y geometría;4;5;1 Repaso de Álgebra y Geometría;4,422267274;0,920970374;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,11;2,6
356;76;0,435050545;1;0 No dominó temas;34;34;3 Temas Parcial 1 Cálculo I;20,182529205;1,667278605;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;0,98;3
340;68;0,48850331;4;1 Repaso de álgebra y geometría;30;33;3 Temas Parcial 1 Cálculo I;21,012994906;1,224256936;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,66;3,6
309;60;0,101331083;1;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;13,367086457;0,308628921;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,89;2,7
299;67;0,227482393;0;0 No dominó temas;8;8;1 Repaso de Álgebra y Geometría;5,756457866;0,687281939;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,09;1,4
321;73;0,626607594;1;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;11,090020852;0,364035437;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,14;3
268;49;0,495082076;2;1 Repaso de álgebra y geometría;21;22;2 Ecuaciones y desigualdades;12,755738888;1,640140764;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,13;3,4
318;59;0,788477944;9;2 Ecuaciones y desigualdades;6;17;2 Ecuaciones y desigualdades;7,01361592;0,863142008;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,04;3
418;75;0,256958446;0;1 Repaso de álgebra y geometría;33;34;3 Temas Parcial 1 Cálculo I;30,003060156;1,105441123;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,9;3,8
379;78;1,589236467;102;3 Gráficos y funciones;41;143;5 Funciones trigonométricas;10,590848032;3,924844816;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];Cumplimiento meta;4,55;4,4
422;81;1,723007571;52;3 Temas Parcial 1 Cálculo I;27;79;4 Temas Parcial 2 Cálculo I;20,813347969;1,343782539;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,92;4,8
376;78;0,601891582;0;0 No dominó temas;67;67;4 Temas Parcial 2 Cálculo I;28,345156952;2,162540825;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,18;4,3
386;76;0,735031303;5;1 Repaso de álgebra y geometría;8;13;2 Ecuaciones y desigualdades;6,581547206;1,230671006;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,54;4
377;75;0,686998195;12;2 Ecuaciones y desigualdades;46;57;4 Temas Parcial 2 Cálculo I;26,021372406;1,894822401;Geología;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,23;1,6
322;67;0,739408547;7;1 Repaso de álgebra y geometría;4;10;1 Repaso de Álgebra y Geometría;3,153179594;1,263150587;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,97;4,2
412;77;;0;0 No dominó temas;0;0;0 No dominó temas;;;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,82;4,3
293;65;0,980974994;0;0 No dominó temas;3;3;1 Repaso de Álgebra y Geometría;6,79849014;0,440195555;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,17;3,4
383;71;0,358611112;1;1 Repaso de álgebra y geometría;12;13;2 Ecuaciones y desigualdades;9,543272625;1,273775922;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,55;3,2
320;65;0,143690895;0;0 No dominó temas;9;9;1 Repaso de Álgebra y Geometría;4,289766398;2,061318569;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,52;3,8
364;76;0,277818389;1;0 No dominó temas;19;19;2 Ecuaciones y desigualdades;5,037341466;3,765715694;Geología;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,85;3,4
350;72;1,27885968;15;2 Ecuaciones y desigualdades;23;36;3 Temas Parcial 1 Cálculo I;23,179044264;0,999021288;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,61;3,5
256;48;0,351463128;0;0 No dominó temas;16;16;2 Ecuaciones y desigualdades;30,828971927;0,780842986;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,26;2,4
256;55;0,735274309;0;0 No dominó temas;11;11;2 Ecuaciones y desigualdades;11,807968833;0,945756592;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,67;3
411;73;1,606714459;58;4 Temas Parcial 2 Cálculo I;22;79;4 Temas Parcial 2 Cálculo I;10,444956786;2,312038407;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;5;4,9
402;80;0,843490671;37;1 Repaso de álgebra y geometría;21;58;1 Repaso de Álgebra y Geometría;3,84022404;5,504654836;Ciencia de Datos;División de Ciencias Básicas;MAT4190;0 Avance menor a 25 temas;No alcanzo meta;4,16;3,4
333;67;0,27062312;0;0 No dominó temas;23;23;2 Ecuaciones y desigualdades;18,112328781;1,27740306;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,11;4,2
333;68;0,458533767;2;1 Repaso de álgebra y geometría;28;30;2 Ecuaciones y desigualdades;18,556705788;1,50424453;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,01;3,9
305;68;0,317133669;1;1 Repaso de álgebra y geometría;3;4;1 Repaso de Álgebra y Geometría;3,024740529;0,994865224;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,36;3,1
325;68;0,48539106;0;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;27,990050253;0,928523523;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,76;1,4
360;76;0,369217722;1;1 Repaso de álgebra y geometría;25;26;2 Ecuaciones y desigualdades;9,350856103;2,668920411;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,78;3,1
336;73;0,266657418;0;0 No dominó temas;49;49;3 Temas Parcial 1 Cálculo I;36,379243024;1,519444033;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,91;4,7
279;57;0,2695807;1;0 No dominó temas;32;32;3 Temas Parcial 1 Cálculo I;44,976209631;0,630382857;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,76;3,4
322;67;0,721003742;6;1 Repaso de álgebra y geometría;4;10;1 Repaso de Álgebra y Geometría;3,092506201;1,277043151;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,93;4,2
315;65;0,669405873;4;1 Repaso de álgebra y geometría;1;6;1 Repaso de Álgebra y Geometría;1,917833667;0,511338063;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,78;3,6
297;66;0,289301377;0;0 No dominó temas;44;44;3 Temas Parcial 1 Cálculo I;46,350712607;1,011836409;Ingeniería Eléctrica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;0,98;1,5
343;68;0,702490353;5;1 Repaso de álgebra y geometría;73;79;4 Temas Parcial 2 Cálculo I;28,675530972;2,626380153;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,18;4,6
392;75;0,727119019;4;1 Repaso de álgebra y geometría;54;58;4 Temas Parcial 2 Cálculo I;37,138858526;1,348455466;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,34;3,7
328;66;0,145006533;0;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;3,469532211;1,154787734;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,43;2,4
376;79;0,348797403;1;0 No dominó temas;30;30;2 Ecuaciones y desigualdades;23,178417834;1,210279626;Ciencia de Datos;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,53;2,9
359;72;0,483674159;2;1 Repaso de álgebra y geometría;23;25;2 Ecuaciones y desigualdades;20,686821508;1,219771852;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,13;4,1
351;65;0,351690125;1;1 Repaso de álgebra y geometría;33;34;3 Temas Parcial 1 Cálculo I;18,945039554;1,872619023;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,01;3,5
326;66;;0;0 No dominó temas;0;0;0 No dominó temas;;;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,45;2,7
339;66;0,339508877;2;1 Repaso de álgebra y geometría;18;20;2 Ecuaciones y desigualdades;11,237392376;1,600323894;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,81;4,2
352;71;0,180668924;3;1 Repaso de álgebra y geometría;36;38;3 Temas Parcial 1 Cálculo I;17,885688591;1,343036395;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,97;4,3
327;64;0,718859075;10;1 Repaso de álgebra y geometría;20;30;2 Ecuaciones y desigualdades;15,843454827;1,130446476;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,67;4,4
141;32;0,666143456;0;1 Repaso de álgebra y geometría;35;36;3 Temas Parcial 1 Cálculo I;21,428663013;1,78370145;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;1,51;1,5
430;81;1,746746107;57;4 Temas Parcial 2 Cálculo I;18;75;4 Temas Parcial 2 Cálculo I;9,119280202;2,1859622;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,94;4,6
313;61;0,239880339;0;0 No dominó temas;10;10;1 Repaso de Álgebra y Geometría;11,932785367;0,849509697;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,79;3
376;76;0,871696197;10;1 Repaso de álgebra y geometría;62;71;4 Temas Parcial 2 Cálculo I;40,18771009;1,499013392;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;3,97;4
338;67;1,282324851;11;2 Ecuaciones y desigualdades;27;38;3 Temas Parcial 1 Cálculo I;10,130037482;2,693512745;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,66;4,8
383;73;0,484791057;3;1 Repaso de álgebra y geometría;61;65;4 Temas Parcial 2 Cálculo I;30,008646629;1,981921508;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,64;4,5
324;64;0,259066324;0;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;19,764338868;0,650510021;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,33;1,5
350;69;3,36851001;37;3 Temas Parcial 1 Cálculo I;44;79;4 Temas Parcial 2 Cálculo I;25,766401255;1,757220534;Ingeniería Electrónica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,99;4,4
136;31;0,684273853;2;1 Repaso de álgebra y geometría;35;36;3 Temas Parcial 1 Cálculo I;22,091861414;1,755190979;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;1,56;1,6
368;73;2,027029879;13;2 Ecuaciones y desigualdades;66;79;4 Temas Parcial 2 Cálculo I;24,858670795;2,200415716;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,43;4,6
1;0;0,964923582;32;1 Repaso de álgebra y geometría;55;86;2 Ecuaciones y desigualdades;20,088311082;2,336001372;Matemáticas;División de Ciencias Básicas;MAT4190;2 Avance entre [ 55 - 80 temas];No alcanzo meta;4,09;3,3
297;65;2,079769803;32;3 Temas Parcial 1 Cálculo I;5;39;3 Temas Parcial 1 Cálculo I;10,216852958;0,483794511;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;Cumplimiento meta;2,2;1,5
279;55;0,44458693;0;1 Repaso de álgebra y geometría;30;31;3 Temas Parcial 1 Cálculo I;30,725337396;1,00490813;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,96;3,4
379;75;0,380563635;3;1 Repaso de álgebra y geometría;20;22;2 Ecuaciones y desigualdades;5,876294593;3,434755067;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,45;3,9
325;58;0,56583035;0;0 No dominó temas;27;27;2 Ecuaciones y desigualdades;20,912594469;1,294419372;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,27;3
285;54;0,190082208;1;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;11,698153939;1,711803151;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,53;1,5
296;67;0,247198145;1;0 No dominó temas;8;8;1 Repaso de Álgebra y Geometría;4,870697987;0,838502359;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,3;1,6
428;77;2,62377573;32;3 Temas Parcial 1 Cálculo I;28;63;4 Temas Parcial 2 Cálculo I;15,154012403;1,868463524;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,77;4,8
310;68;0,419891975;1;0 No dominó temas;52;52;3 Temas Parcial 1 Cálculo I;65,498810435;0,992302917;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,04;3
304;62;0,518131519;2;1 Repaso de álgebra y geometría;25;27;2 Ecuaciones y desigualdades;28,113081743;0,888894005;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,36;3,9
288;59;0,386413158;0;0 No dominó temas;10;10;1 Repaso de Álgebra y Geometría;25,201458234;0,389078897;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;0,97;1,4
352;73;0,371684787;0;0 No dominó temas;19;19;2 Ecuaciones y desigualdades;23,643287502;1,267807905;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,14;1,7
298;60;1,155945921;5;1 Repaso de álgebra y geometría;29;32;3 Temas Parcial 1 Cálculo I;15,703469242;1,066079898;Geología;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,87;3,3
321;67;0,377604805;6;1 Repaso de álgebra y geometría;53;59;4 Temas Parcial 2 Cálculo I;29,2120295;2,221785705;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,82;4,5
354;72;0,392213016;0;0 No dominó temas;19;19;2 Ecuaciones y desigualdades;25,404745471;1,17543398;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,85;1,4
344;70;0,998089757;5;1 Repaso de álgebra y geometría;49;54;1 Repaso de Álgebra y Geometría;14,202933205;3,836193561;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;3,12;1,5
379;72;0,22356427;2;1 Repaso de álgebra y geometría;32;33;3 Temas Parcial 1 Cálculo I;34,079344595;1,237222004;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,96;3,6
321;65;1,813681163;7;1 Repaso de álgebra y geometría;8;14;2 Ecuaciones y desigualdades;10,812569089;0,736900492;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,68;1,4
